Name,Platform,DOIs,"Pub Dates",Citations,Code,Description,License,Categories
hypercluster,Python,"10.1101/2020.01.13.905323, 10.1186/s12859-020-03774-1","NA, 2020-09-29",10,https://github.com/liliblu/hypercluster,"hypercluster, a python package and SnakeMake pipeline for flexible and parallelized clustering evaluation and selection",BSD-3-Clause,"Clustering, Visualisation"
iCellR,R,"10.1101/2020.03.31.019109, 10.1101/2020.05.05.078550","NA, NA",10,https://github.com/rezakj/iCellR,"iCellR is an interactive R package to work with high-throughput single cell sequencing technologies (i.e scRNA-seq, scVDJ-seq and CITE-seq)",GPL-2.0,"Cell Cycle, Clustering, Differential Expression, Dimensionality Reduction, Imputation, Integration, Marker Genes, Normalisation, Quality Control, Visualisation"
ISOP,R,"10.1093/bioinformatics/bty100, 10.1101/036988","2018-02-27, NA",10,https://github.com/nghiavtr/ISOP,"ISOform-level expression Patterns in single-cell RNA-sequencing data.",GPL-3.0,"Differential Expression, Expression Patterns"
MacroPolo,Python,"10.1093/nar/gkac216, 10.1101/2020.11.23.393900","2022-04-14, NA",10,https://github.com/chanwkimlab/MarcoPolo,"MarcoPolo is a clustering-free approach to the exploration of differentially expressed genes along with group information in single-cell RNA-seq data",GPL-2.0,"Differential Expression"
MarkovHC,R,"10.1093/nar/gkab1132, 10.1101/2020.11.04.368043","2021-12-01, NA",10,https://github.com/ZhenyiWangTHU/MarkovHC,"MarkovHC as a novel single-cell omics data analysis tool, can facilitate the stratification of cells, identification of cell population hierarchical structures, and characterization of cellular trajectories and critical points",GPL-3.0,"Clustering, Visualisation"
PAUSE,Python,"10.1101/2022.05.03.490535, 10.1186/s13059-023-02901-4","NA, 2023-04-19",10,https://github.com/suinleelab/PAUSE,"Principled feature attribution for unsupervised gene expression analysis",MIT,"Dimensionality Reduction, Gene Sets"
pLDA,R/C++,10.1007/s12561-021-09304-8,2021-03-25,10,https://github.com/wuxiaotiankevin/pLDA,"The penalized Latent Dirichlet Allocation (pLDA) model to extract robust and interpretable biological information from single cell mRNA sequencing (scRNA-seq) data",Apache-2.0,"Clustering, Visualisation"
RCSL,R,"10.1093/bioinformatics/btab276, 10.1101/2021.04.12.439254","2021-05-07, NA",10,https://github.com/QinglinMei/RCSL,"RCSL is an R toolkit for single-cell clustering and trajectory analysis using single-cell RNA-seq data",GPL-3.0,"Clustering, Gene Filtering, Ordering, Visualisation"
RSCORE,R,"10.1093/bib/bbab366, 10.1101/699959","2021-09-21, NA",10,https://github.com/wycwycpku/RSCORE,"RSCORE is an R package to explore single-cell RNA-seq data with the view of molecular networks",'-,"Clustering, Gene Networks, Visualisation"
ruvIIInb,R,"10.1093/nar/gkac486, 10.1101/2021.11.06.467575","2022-06-27, NA",10,https://github.com/limfuxing/ruvIIInb,"RUV-III-NB, a statistical method that can be used to adjust counts for library size and batch effects",'-,"Integration, Normalisation"
scAMACE,R,"10.1093/bioinformatics/btab426, 10.1101/2021.03.29.437485","2021-06-04, NA",10,https://github.com/cuhklinlab/scAMACE,"scAMACE (integrative Analysis of single-cell Methylation, chromatin ACcessibility, and gene Expression)",LGPL-3.0,"Clustering, Integration"
scAMACE_py,Python,"10.1093/bioinformatics/btab426, 10.1101/2021.03.29.437485","2021-06-04, NA",10,https://github.com/cuhklinlab/scAMACE_py,"Python implementation (both CPU and GPU version) to a model-based approach to the joint analysis of single-cell data on chromatin accessibility, gene expression and methylation",MIT,"Clustering, Integration"
scCorr,R,"10.1101/2021.03.04.433945, 10.1186/s12864-021-08235-4","NA, 2022-01-07",10,https://github.com/CBIIT-CGBB/scCorr,"A graph-based k-partitioning approach for single-cell gene-gene correlation analysis",GPL-2.0,"Gene Networks"
scFeatures,R,"10.1093/bioinformatics/btac590, 10.1101/2022.01.20.476845","2022-08-30, NA",10,https://github.com/SydneyBioX/scFeatures,"scFeatures is a tool that generates multi-view representations of single-cell and spatial data through the construction of a total of 17 feature types",GPL-3.0,Integration
scNPF,R,10.1186/s12864-019-5747-5,2019-05-08,10,https://github.com/BMILAB/scNPF,"An integrative framework assisted by network propagation and network fusion for pre-processing of single-cell RNA-seq data",GPL-2.0,"Gene Networks, Imputation, Integration"
SDImpute,R,10.1371/journal.pcbi.1009118,2021-06-17,10,https://github.com/Jinsl-lab/SDImpute,"SDImpute: A statistical block imputation method based on cell-level and gene-level information for dropouts in single-cell RNA-seq data",GPL-3.0,Imputation
SEMITONES,Python,"10.1093/nar/gkac639, 10.1101/2020.11.17.386664","2022-07-31, NA",10,https://github.com/ohlerlab/SEMITONES,"Single-cEll Marker IdentificaTiON by Enrichment Scoring",GPL-3.0,"Gene Sets, Marker Genes, Visualisation"
SignacX,R,"10.1101/2021.02.01.429207, 10.26502/jbsb.5107057","NA, 2023",10,https://github.com/mathewchamberlain/SignacX,"Signac helps solve the cell type classification problem in single cell RNA sequencing",GPL-3.0,"Classification, Immune, Marker Genes"
SimiC,Python,"10.1038/s42003-022-03319-7, 10.1101/2020.04.03.023002","2022-04-12, NA",10,https://github.com/jianhao2016/simicLASSO_git,"SimiC models the GRN inference problem as a LASSO optimization problem with an added similarity constraint",'-,"Gene Networks"
SISUA,Python,10.1089/cmb.2019.0337,2020-08-01,10,https://github.com/trungnt13/sisua,"SemI-SUpervised generative Autoencoder (SISUA)",MIT,"Dimensionality Reduction"
Wx,Python,"10.1038/s41598-019-47016-8, 10.1101/221911","2019-07-19, NA",10,https://github.com/deargen/DearWXpub,"Wx: a neural network-based feature selection algorithm for next-generation sequencing data",MIT,"Marker Genes"
ZIAQ,R,10.1093/bioinformatics/btaa098,2020-02-13,10,https://github.com/gefeizhang/ZIAQ,"A quantile regression method for differential expression analysis of single-cell RNA-seq data",GPL-2.0-or-later,"Differential Expression"
ZINBAE,Python,10.1016/j.ymeth.2020.09.010,2021-08,10,https://github.com/ttgump/ZINBAE,"Zero-Inflated Negative Binomial (ZINB) model-based autoencoder for imputing discrete scRNA-seq data",MIT,Imputation
CDI,R,"10.1101/2022.01.03.474840, 10.1186/s13059-022-02825-5","NA, 2022-12-27",9,https://github.com/jichunxie/CDI,"A robust and accurate unsupervised measure for evaluating scRNA-seq data clustering",GPL-3.0,"Clustering, Visualisation"
CellMeSH,Python,"10.1093/bioinformatics/btab834, 10.1101/2020.05.29.124743","2021-12-10, NA",9,https://github.com/shunfumao/cellmesh,"CellMeSH is a framework to identify the cell types of the query cells based on their marker genes",MIT,Classification
cellsnake,Python,"10.1093/gigascience/giad091, 10.1101/2023.05.03.539204","2022-12-28, NA",9,https://github.com/sinanugur/cellsnake,"A command line tool for easy and scalable single cell RNA sequencing analysis",MIT,"Classification, Clustering, Dimensionality Reduction, Integration, Normalisation, Quality Control, Variable Genes, Visualisation"
CL-Impute,Python,10.1016/j.compbiomed.2023.107263,2023-07,9,https://github.com/yuchen21-web/Imputation-for-scRNA-seq,"CL-Impute is an imputation method for scRNA-seq data based on contrastive learning",'-,Imputation
COT,Python,"10.1093/bioadv/vbac037, 10.1101/2021.01.10.426146","2022-01-01, NA",9,https://github.com/MintaYLu/COT,"Cosine based One-sample Test (COT) is an accurate and efficient method to detect subtype-specific marker genes",MIT,"Marker Genes"
DECODE,C++/R/MATLAB,10.1101/241646,NA,9,https://github.com/shmohammadi86/DECODE,"DECODE-ing sparsity patterns in single-cell RNA-seq",GPL-2.0-or-later,Imputation
DeepGAMI,Python,"10.1101/2022.08.16.504101, 10.1186/s13073-023-01248-6","NA, 2023-10-31",9,https://github.com/daifengwanglab/DeepGAMI,"DeepGAMI - Deep auxiliary learning for multi-modal integration and estimation to improve genotype-phenotype prediction",MIT,"Imputation, Integration"
DISCERN,Python,"10.1101/2022.03.09.483600, 10.1186/s13059-023-03049-x","NA, 2023-09-20",9,https://github.com/imsb-uke/discern,"DISCERN is a deep learning approach to reconstruction expression information of single-cell RNAseq data sets using a high quality reference",MIT,Imputation
dmatch,R/C++,"10.1101/2020.01.05.895136, 10.1101/gr.261115.120","NA, 2021-03-19",9,https://github.com/qzhan321/Dmatch,"Dmatch facilitates alignment of scRNA-seq datasets with cell-types that may overlap only partially",GPL-2.0-or-later,"Dimensionality Reduction, Integration, Visualisation"
EVI,Python,"10.1101/2022.03.01.482381, 10.1186/s13059-022-02749-0","NA, 2022-09-05",9,https://github.com/jranek/EVI,"EVI is a python package designed for evaluating multi-modal data integration strategies on combining unspliced, spliced, and RNA velocity gene expression modalities for trajectory inference and disease prediction tasks",MIT,"Integration, Ordering"
hierarchicell,R,10.1186/s12864-021-07635-w,2021-05-01,9,https://github.com/kdzimm/hierarchicell,"An R package for simulating cell-type specific and hierarchical single-cell expression data",CC0-1.0,Simulation
HieRFIT,R,"10.1093/bioinformatics/btab499, 10.1101/2020.09.16.300822","2021-07-13, NA",9,https://github.com/yasinkaymaz/HieRFIT,"Hierarchical Random Forest for Information Transfer",GPL-3.0,"Classification, Visualisation"
iterClust,R,10.1093/bioinformatics/bty176,2018-03-22,9,https://github.com/hd2326/iterClust,"iterClust, an iterative clustering framework, which can separate more pronounced differences (e.g. A and B) in starting iterations, followed by relatively subtle differences (e.g. B1 and B2), providing a comprehensive clustering trajectory.",Custom,Clustering
LINEAGE,R,10.1073/pnas.2119767119,2022-01-27,9,https://github.com/songjiajia2018/LINEAGE,"Label-free IdeNtification of Endogenous informAtive sinGle cell mitochondrial RNA mutation for lineage analysis and clonal Evolution (LINEAGE)",GPL-3.0,"Marker Genes, Ordering, Variants"
LinQView,R/C++,10.1016/j.crmeth.2021.100056,2021-07,9,https://github.com/WilsonImmunologyLab/LinQView,"Integrate multiple modalities of CITE-seq data for single cell populations identification",GPL-3.0,"Clustering, Dimensionality Reduction, Integration, Normalisation, Visualisation"
matchSCore,R,10.1101/314831,NA,9,,"matchSCore is a easy-to-use R package for the comparison of single cell RNA-seq data across tools and experiments",'-,Integration
MGFR,R,10.7717/peerj.6970,2019-05-27,9,,"A package for marker gene detection",GPL-3.0,"Marker Genes"
MOSim,R,10.1101/421834,NA,9,https://github.com/ConesaLab/MOSim,"MOSim is an R package for the simulation of multi-omic bulk and single cell experiments that mimic regulatory mechanisms within the cell",GPL-3.0,"Gene Networks, Simulation, Visualisation"
NeuCA,R,"10.1038/s41598-021-04473-4, 10.1101/2021.09.25.461825","2022-01-18, NA",9,https://github.com/haoharryfeng/NeuCA,"NEUral-network based Cell Annotation",GPL-2.0,Classification
RNAForecaster,Julia,"10.1016/j.patter.2023.100793, 10.1101/2022.08.04.502825","2023-08, NA",9,https://github.com/FertigLab/RNAForecaster.jl,"Forecast future expression levels in a cell given transcriptomic data from said cell over short to intermediate time periods",MIT,Ordering
Sargent,R,"10.1016/j.mex.2023.102196, 10.2139/ssrn.4359645","2023, 2023",9,,"Sargent is a transformation- and cluster-free cell-type annotation method that operates at individual cell resolution by applying a scoring system to scRNA-seq data based on sets of marker genes associated with cell types",'-,"Classification, Marker Genes"
scDREAMER,Python,"10.1038/s41467-023-43590-8, 10.1101/2022.07.12.499846","2023-11-27, NA",9,https://github.com/Zafar-Lab/scDREAMER,"scDREAMER is a single-cell data integration framework that employs a novel adversarial variational autoencoder for learning lower-dimensional cellular embeddings and a batch classifier neural network for the removal of batch effects",MIT,Integration
SCIMITAR,Python,"10.1101/070151, 10.1142/9789813207813_0053","NA, 2016-11-22",9,https://github.com/dimenwarper/scimitar,"SCIMITAR provides a variety of tools to analyze trajectory maps of single-cell measurements.",'-,"Expression Patterns, Gene Networks, Ordering"
scProximitE,Python,"10.1093/bib/bbac387, 10.1101/2022.04.21.489121","2022-09-23, NA",9,https://github.com/Ebony-Watson/scProximitE,"Similarity Metrics at High Dimensionality - testing for rare cell types",GPL-3.0,"Rare Cells, Visualisation"
scROSHI,R,"10.1093/nargab/lqad058, 10.1101/2022.04.05.487176","2022-06-01, NA",9,https://github.com/ETH-NEXUS/scROSHI,"scROSHI identifies cell types based on expression profiles of single cell analysis by utilizing previously obtained cell type specific gene sets",MIT,"Clustering, Gene Sets"
scSDAE,Python,10.3390/genes11050532,2020-05-11,9,https://github.com/klovbe/scSDAE,"Sparsity-penalized stacked denoising autoencoders for imputing single-cell RNA-seq data",'-,Imputation
scSimClassify,Python,"10.1016/j.isci.2021.102855, 10.1101/2021.05.29.446268","2021-07, NA",9,https://github.com/digi2002/scSimClassify,"A reference-free and alignment-free approach to classify cell types with k-mer level features derived from raw reads in a scRNA-seq experiment",GPL-3.0,"Classification, Quantification"
SCUREL,Snakemake/Python/R,"10.1101/2021.06.30.450496, 10.1261/rna.078886.121","NA, 2021-09-14",9,https://github.com/zavolanlab/SCUREL,"SCUREL is a method to detect 3'UTR changes from scRNA-seq data",Apache-2.0,"Alternative Splicing, Gene Sets, Quantification, Visualisation"
simpleaf,Rust,"10.1093/bioinformatics/btad614, 10.1101/2023.03.28.534653","2023-10-01, NA",9,https://github.com/COMBINE-lab/simpleaf,"simpleaf is a rust framework to make using alevin-fry even simpler",BSD-3-Clause,Quantification
SLIDE,R,"10.1038/s41592-024-02175-z, 10.1101/2022.11.25.518001","2024-02-19, NA",9,https://github.com/jishnu-lab/SLIDE,"Significant Latent factor Interaction Discovery and Exploration (SLIDE), a first-in-class interpretable machine learning technique for identifying significant interacting latent factors underlying outcomes of interest from high-dimensional omic datasets",MIT,"Dimensionality Reduction, Simulation, Visualisation"
STEM,Python,"10.1038/s42003-023-05640-1, 10.1101/2022.09.23.509186","2024-01-06, NA",9,https://github.com/WhirlFirst/STEM,"STEM is a tool for building single-cell level spatial transcriptomic landscapes using SC data with ST data",GPL-3.0,"Dimensionality Reduction, Integration"
trackplot,Python,"10.1101/2022.11.02.514803, 10.1371/journal.pcbi.1011477","NA, 2023-09-05",9,https://github.com/ygidtu/trackplot,"trackplot is a tool for visualizing various next-generation sequencing (NGS) data, including DNA-seq, RNA-seq, single-cell RNA-seq and full-length sequencing datasets",BSD-3-Clause,Visualisation
Bfimpute,R,"10.1016/j.crmeth.2021.100133, 10.1101/2021.02.10.430649, 10.2139/ssrn.3867727","2021-12, NA, 2021",8,https://github.com/maiziezhoulab/Bfimpute,"Bfimpute is a powerful imputation tool for scRNA-seq data that recovers the dropout event by factorizing the count matrix into the product of gene-specific and cell-specific feature matrices",'-,Imputation
ccfindR,R,10.26508/lsa.201900443,2019-07-02,8,https://github.com/hjunwoo/ccfindR,"single-cell RNA-seq data analysis using Bayesian non-negative matrix factorization",GPL-2.0-or-later,"Clustering, Dimensionality Reduction, Gene Filtering, Normalisation, Quality Control, Simulation, Visualisation"
cell2fate,Python,10.1101/2023.08.03.551650,NA,8,https://github.com/BayraktarLab/cell2fate,"A formulation of RNA velocity based on a linearization of the velocity ODE",Apache-2.0,Ordering
